"ID","Clee","Nombre de la Unidad Económica","Razón social","Código de la clase de actividad SCIAN","Nombre de clase de la actividad","Descripcion estrato personal ocupado","Tipo de vialidad","Nombre de la vialidad","Tipo de entre vialidad 1","Nombre de entre vialidad 1","Tipo de entre vialidad 2","Nombre de entre vialidad 2","Tipo de entre vialidad 3","Nombre de entre vialidad 3","Número exterior o kilómetro","Letra exterior","Edificio","Edificio Piso","Número interior","Letra interior","Tipo de asentamiento humano","Nombre de asentamiento humano","Tipo centro comercial","Corredor industrial, centro comercial o mercado público","Número de local","Código Postal","Clave entidad","Entidad federativa","Clave municipio","Municipio","Clave localidad","Localidad","Área geoestadística básica ","Manzana","Número de teléfono","Correo electrónico","Sitio en Internet","Tipo de establecimiento","Latitud","Longitud","Fecha de incorporación al DENUE"
"1011634","09010541712000014000000000U7","INIFAP","CENTRO NACIONAL DE INVESTIGACIÓN DISCIPLINARIA EN MICROBIOLOGÍA ANIMAL ","541712","Servicios de investigación científica y desarrollo en ciencias naturales y exactas, ingeniería, y ciencias de la vida, prestados por el sector público","31 a 50 personas","CARRETERA","FEDERAL MEXICO TOLUCA","CALLE","PASEO DE LA REFORMA","CERRADA","NINGUNO","AUTOPISTA","MEXICO-TOLUCA (PROLONGACION PASEO DE LA REFORMA)",,"SN",,,,,"MANZANA","DELEGACION ALVARO OBREGON",,,,"01310","09","CIUDAD DE MÉXICO","010","Álvaro Obregón","0001","Álvaro Obregón","1379","025","5553610802",,,"Fijo","19.38360855","-99.25050096","2010-07"
"849649","09003611312001056010000000U6","INSTITUTO DE ASTRONOMÍA CAMPUS CIUDAD UNIVERSITARIA","UNAM ","541712","Servicios de investigación científica y desarrollo en ciencias naturales y exactas, ingeniería, y ciencias de la vida, prestados por el sector público","101 a 250 personas","CIRCUITO","INVESTIGACION CIENTIFICA","CIRCUITO","INTERIOR","CIRCUITO","ESCOLAR","CIRCUITO","ESCOLAR","0","SN",,,"0",,"OTRO (ESPECIFIQUE)","COPILCO UNIVERSIDAD",,,,"04510","09","CIUDAD DE MÉXICO","003","Coyoacán","0001","Coyoacán","0770","008","5556223908",,"WWW.ASTROSCU.UNAM.MX","Fijo","19.32467105","-99.17590999","2014-12"
"9143452","09003541712000046000000000U4","INSTITUTO DE CIENCIAS APLICADAS Y TECNOLOGIA","UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO ","541712","Servicios de investigación científica y desarrollo en ciencias naturales y exactas, ingeniería, y ciencias de la vida, prestados por el sector público","101 a 250 personas","CIRCUITO","EXTERIOR","CERRADA","NINGUNO","CERRADA","NINGUNO","CIRCUITO","MARIO DE LA CUEVA",,"SN",,,,,"OTRO (ESPECIFIQUE)","COPILCO UNIVERSIDAD",,,,"04510","09","CIUDAD DE MÉXICO","003","Coyoacán","0001","Coyoacán","0770","009",,"DELIA.OREILLY@CCADET.UNAM.MX","WWW.CCADET.UNAM.MX","Fijo","19.32241481","-99.18611836","2019-11"
"1061108","09003611312000907011000000U1","INSTITUTO DE CIENCIAS DEL MAR Y LIMNOLOGIA","UNIVERSIDAD NACIONÁL AUTONOMA DE MÉXICO ","541712","Servicios de investigación científica y desarrollo en ciencias naturales y exactas, ingeniería, y ciencias de la vida, prestados por el sector público","101 a 250 personas","CIRCUITO","ESCOLAR","CIRCUITO","INTERIOR","CIRCUITO","INVESTIGACION CIENTIFICA","CIRCUITO","INTERIOR","0","SN",,,"0",,"OTRO (ESPECIFIQUE)","COPILCO UNIVERSIDAD",,,,"04510","09","CIUDAD DE MÉXICO","003","Coyoacán","0001","Coyoacán","0770","008",,,"WWW.ICMYL.UNAM.MX","Fijo","19.33093765","-99.1786729","2010-07"
"1061110","09003611312000886010000000U7","INSTITUTO DE CIENCIAS NUCLEARES","UNIVERSIDAD NACIONÁL AUTONÓMA DE MÉXICO ","541712","Servicios de investigación científica y desarrollo en ciencias naturales y exactas, ingeniería, y ciencias de la vida, prestados por el sector público","101 a 250 personas","CIRCUITO","ESCOLAR","CIRCUITO","INTERIOR","CIRCUITO","INVESTIGACION CIENTIFICA","CIRCUITO","ESCOLAR","0","SN",,,"0",,"OTRO (ESPECIFIQUE)","UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO",,,,"04510","09","CIUDAD DE MÉXICO","003","Coyoacán","0001","Coyoacán","0770","008",,,,"Fijo","19.32539075","-99.18134756","2010-07"
"1061109","09003611312000437010000000U9","INSTITUTO DE FISIOLOGÍA CELULAR","UNIVERSIDAD AUTONÓMA DE MÉXICO ","541712","Servicios de investigación científica y desarrollo en ciencias naturales y exactas, ingeniería, y ciencias de la vida, prestados por el sector público","251 y más personas","CIRCUITO","INVESTIGACION CIENTIFICA","CIRCUITO","INTERIOR","CIRCUITO","ESCOLAR","CIRCUITO","ESCOLAR","0","SN",,,"0",,"OTRO (ESPECIFIQUE)","UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO",,,,"04510","09","CIUDAD DE MÉXICO","003","Coyoacán","0001","Coyoacán","0770","008",,"CONTACTO@IFC.UNAM.MX","WWW.IFC.UNAM.MX","Fijo","19.32486127","-99.17566452","2014-12"
"1015427","09003611312000024011000000U5","INSTITUTO DE INVESTIGACIONES DR. JOSE MARIA LUIS MORA","CONACYT ","541712","Servicios de investigación científica y desarrollo en ciencias naturales y exactas, ingeniería, y ciencias de la vida, prestados por el sector público","0 a 5 personas","CALLE","MADRID","CALLE","FRANCISCO JAVIER MINA","CALLE","VICENTE GUERRERO","CALLE","VIENA","82",,,,,,"COLONIA","DEL CARMEN",,,,"04100","09","CIUDAD DE MÉXICO","003","Coyoacán","0001","Coyoacán","0022","010",,,"WWW.INSTITUTOMORA.EDU.MX","Fijo","19.3567673","-99.16672055","2010-07"
"8584098","09003541712000016000000000U7","INSTITUTO DE INVESTIGACIONES ESTETICAS","UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO ","541712","Servicios de investigación científica y desarrollo en ciencias naturales y exactas, ingeniería, y ciencias de la vida, prestados por el sector público","101 a 250 personas","CIRCUITO","MARIO DE LA CUEVA","CALLE","NINGUNO","CALLE","NINGUNO","CALLE","NINGUNO",,"SN",,,,,"UNIDAD HABITACIONAL","COPILCO UNIVERSIDAD",,,,"04510","09","CIUDAD DE MÉXICO","003","Coyoacán","0001","Coyoacán","0770","018",,,,"Fijo","19.31639911","-99.18216088","2019-11"
"7444509","09016541712000034000000000U2","INSTITUTO NACIONAL DE ELECTRICIDAD Y ENERGIAS LIMPIAS","INSTITUTO NACIONAL DE ELECTRICIDAD Y ENERGIAS LIMPIAS ","541712","Servicios de investigación científica y desarrollo en ciencias naturales y exactas, ingeniería, y ciencias de la vida, prestados por el sector público","31 a 50 personas","CALLE","LEIBNITZ","CALLE","VICTOR HUGO","CALLE","TOLSTOI","CALLE","SHAKESPEARE","11",,"EDIFICIO SIN NOMBRE","PISO 5","502",,"COLONIA","ANZUARES","EDIFICIO COMERCIAL Y DE SERVICIOS","LEIBNIZT 11","502","11590","09","CIUDAD DE MÉXICO","016","Miguel Hidalgo","0001","Miguel Hidalgo","0711","026",,"COMUNICACION@INEEL.MX","WWW.GOB.MX/INEEL","Fijo","19.42613943","-99.17705934","2019-11"
"9086726","09012541712000037000000000U4","INSTITUTO NACIONAL DE MEDICINA GENOMICA","SECRETARIA DE SALUD MEXICO ","541712","Servicios de investigación científica y desarrollo en ciencias naturales y exactas, ingeniería, y ciencias de la vida, prestados por el sector público","251 y más personas","PERIFERICO","ANILLO PERIFERICO RUTA DE LA AMISTAD","CALLE","CERRADA RIO BUENAVENTURA","CONTINUACION","VIADUCTO TLALPAN","CALZADA","ARENAL","4809",,,,,,"COLONIA","ARENAL TEPEPAN",,,,"14610","09","CIUDAD DE MÉXICO","012","Tlalpan","0001","Tlalpan","0977","001",,,,"Fijo","19.28708255","-99.14949554","2019-11"
"859395","09012541712000016001000000U8","INSTITUTO NACIONAL DE SALUD PUBLICA","SECRETARÍA DE SALUD PUBLICA ","541712","Servicios de investigación científica y desarrollo en ciencias naturales y exactas, ingeniería, y ciencias de la vida, prestados por el sector público","101 a 250 personas","CALLE","SIN REFERENCIA","CALLE","CASINO CASAHONDA","CALZADA","CALZADA DE TLALPAN","CALLE","CASINO CASAHONDA","50",,,,,,"COLONIA","BELISARIO DOMINGUEZ",,,,"14080","09","CIUDAD DE MÉXICO","012","Tlalpan","0001","Tlalpan","0426","007","5554871000",,,"Fijo","19.29171711","-99.15615171","2010-07"
"8000398","09002541711000031000000000U0","INSTITUTO PREHOMEDIC","INSTITUTO PREHOMEDIC SC","541711","Servicios de investigación científica y desarrollo en ciencias naturales y exactas, ingeniería, y ciencias de la vida, prestados por el sector privado","0 a 5 personas","EJE VIAL","4 NORTE (AHUEHUETES)","AVENIDA","SAUCES","CALLE","CIRUELOS","CALLE","MIMOSAS","592","A",,,,,"COLONIA","PASTEROS",,,,"02150","09","CIUDAD DE MÉXICO","002","Azcapotzalco","0001","Azcapotzalco","0186","016",,,"WWW.PREHOMEDIC.COM","Fijo","19.49514912","-99.19696984","2019-11"
"6308604","09016517910000484000005802S9","INTEL TECNOLOGIA DE MÉXICO SA DE CV","INTEL TECNOLOGIA DE MEXICO SA DE CV","541711","Servicios de investigación científica y desarrollo en ciencias naturales y exactas, ingeniería, y ciencias de la vida, prestados por el sector privado","51 a 100 personas","VIADUCTO","BOULEVARD MANUEL ÁVILA CAMACHO","ANDADOR","VOLCÁN","CALLE","PRIVADA DEL CASTILLO","CALLE","FERROCARRIL DE CUERNAVACA (CICLOPISTA)","36",,,,"0",,"COLONIA","LOMAS DE CHAPULTEPEC","EDIFICIO COMERCIAL Y DE SERVICIOS","ESMERALDA III",,"11000","09","CIUDAD DE MÉXICO","016","Miguel Hidalgo","0001","Miguel Hidalgo","0849","010",,"LUIS.SAMANIEGO.QUIRO@INTEL.COM",,"Fijo","19.42925849","-99.20493122","2010-07"
"934586","09014541610004533010000000U0","INVESTIGACION EN SALUD Y DEMOGRAFIA","INVESTIGACION EN SALUD Y DEMOGRAFIA SC","541711","Servicios de investigación científica y desarrollo en ciencias naturales y exactas, ingeniería, y ciencias de la vida, prestados por el sector privado","11 a 30 personas","CALLE","MALAGA","CALLE","ALGECIRAS","CALLE","ACTIPAN","CALLE","SANTANDER","88",,,,,,"COLONIA","INSURGENTES MIXCOAC",,,,"03920","09","CIUDAD DE MÉXICO","014","Benito Juárez","0001","Benito Juárez","0793","002","5556158252","INSAD@INSAD.COM.MX","WWW.INSAD.COM.MX","Fijo","19.37149029","-99.18227262","2014-12"
"6313827","09014561110001286002000000U4","IQVIA","QUINTILES MEXICO S DE RL DE CV","541711","Servicios de investigación científica y desarrollo en ciencias naturales y exactas, ingeniería, y ciencias de la vida, prestados por el sector privado","251 y más personas","AVENIDA","RIO BECERRA","CALLE","LUZ SAVIÑÓN","CALLE","ROMERO DE TERREROS","CALLE","JESÚS URQUIAGA","664",,"EDIFICIO SIN NOMBRE","PISO 7","0",,"COLONIA","DEL VALLE",,,,"03100","09","CIUDAD DE MÉXICO","014","Benito Juárez","0001","Benito Juárez","0223","007",,"LESSLIE.TORRES@QUINTILES.COM","WWW.IQVIA.COM","Fijo","19.39502666","-99.17188056","2010-07"
"9176313","09010541711000171000000000U7","JULUMED.COM",,"541711","Servicios de investigación científica y desarrollo en ciencias naturales y exactas, ingeniería, y ciencias de la vida, prestados por el sector privado","0 a 5 personas","CALLE","GENERAL FELIPE ANGELES","AVENIDA","CAMINO REAL A TOLUCA","CALLE","DORADOS DE VILLA","CALLE","DORADOS DE VILLA","170",,,,"0",,"COLONIA","BOSQUES SECCION TORRES",,,,"01140","09","CIUDAD DE MÉXICO","010","Álvaro Obregón","0001","Álvaro Obregón","1773","010",,,,"Fijo","19.39363196","-99.19620908","2019-11"
"672994","09005621511000851010000000U1","K&E TECHNOLOGIES","K&E TECHNOLOGIES SA DE CV","541711","Servicios de investigación científica y desarrollo en ciencias naturales y exactas, ingeniería, y ciencias de la vida, prestados por el sector privado","0 a 5 personas","CALLE","MANIZALES","CALLE","PINAR DEL RIO","CALLE","AVELLANEDA","CALLE","MARACAY","88",,,,,,"COLONIA","RESIDENCIAL ZACATENCO",,,,"07369","09","CIUDAD DE MÉXICO","005","Gustavo A. Madero","0001","Gustavo A. Madero","060A","009",,,,"Fijo","19.50679622","-99.12449551","2014-12"
"7817170","09007541711000043000000000M4","LATINOAMERICANA EMPRESARIAL DE VALUACIONES INTEGRAS","LATINOAMERICANA EMPRESARIAL DE VALUACIONES INTEGRAS SA DE CV","541711","Servicios de investigación científica y desarrollo en ciencias naturales y exactas, ingeniería, y ciencias de la vida, prestados por el sector privado","11 a 30 personas","CALLE","SUR 97","AVENIDA","AGUSTIN YAÑEZ","CALLE","ALFONSO TORO","CALLE","SUR 97-A","613",,,,"0",,"COLONIA","SECTOR POPULAR",,,,"09060","09","CIUDAD DE MÉXICO","007","Iztapalapa","0001","Iztapalapa","0676","006",,"GRIVERA@EQUITY.COM.MX","WWW.EQUITY.COM.MX","Fijo","19.3665175","-99.12146334","2019-11"
"960726","09014622111000051011000000U8","MEXICO CENTRE FOR CLINICAL RESEARCH","MEXICO CENTRE FOR CLINICAL RESEARCH SA DE CV","541711","Servicios de investigación científica y desarrollo en ciencias naturales y exactas, ingeniería, y ciencias de la vida, prestados por el sector privado","0 a 5 personas","CALLE","AMORES","EJE VIAL","5 SUR (EUGENIA)","CALLE","CONCEPCION BEISTEGUI","CALLE","CERRADA EUGENIA","709",,,,,,"COLONIA","DEL VALLE NORTE",,,,"03100","09","CIUDAD DE MÉXICO","014","Benito Juárez","0001","Benito Juárez","0401","010","5544903254","FINANZAS@MCCR.COM.MX","WWW.MCCCR.COM.MX","Fijo","19.3880911","-99.16538492","2010-07"
"8442233","09014541711000243000000000U6","MITEI SERVICIOS PROFESIONALES","MITEI SERVICIOS PROFESIONALES SC","541711","Servicios de investigación científica y desarrollo en ciencias naturales y exactas, ingeniería, y ciencias de la vida, prestados por el sector privado","11 a 30 personas","EJE VIAL","6 SUR (HOLBEIN)","AVENIDA","HOLBEIN","AVENIDA","INSURGENTES","ANDADOR","PASAJE CENTRAL","227",,,,"203",,"COLONIA","NOCHE BUENA",,,,"03720","09","CIUDAD DE MÉXICO","014","Benito Juárez","0001","Benito Juárez","0577","038","5532512952","ELIZABETH.DIAZORTIZ@MITEISP.COM",,"Fijo","19.38254664","-99.17667685","2019-11"
"9178361","09015541711000273000000000U0","MTZ WIRELESS TELECOMUNICATIONS DE RL DECV","MTZ WIRELESS TELECOMUNICATION S DE RL DE CV","541711","Servicios de investigación científica y desarrollo en ciencias naturales y exactas, ingeniería, y ciencias de la vida, prestados por el sector privado","11 a 30 personas","EJE VIAL","2 PONIENTE (RIO TIBER)","CALLE","RIO NAZAS","CALLE","RIO BALSAS","CALLE","RÍO POO","42",,,,,,"COLONIA","CUAUHTEMOC",,,,"06500","09","CIUDAD DE MÉXICO","015","Cuauhtémoc","0001","Cuauhtémoc","0822","001","5569161609",,,"Fijo","19.43183252","-99.17008832","2019-11"
"8272772","09005541711000041000000000U2","NUTRICION PARA LA VIDA METZTLI",,"541711","Servicios de investigación científica y desarrollo en ciencias naturales y exactas, ingeniería, y ciencias de la vida, prestados por el sector privado","0 a 5 personas","CALLE","TALARA","CALLE","GARRIDO","CALLE","RICARTE","CALLE","ARICA","57","EIF",,,"57","E","COLONIA","TALARA",,,,"07020","09","CIUDAD DE MÉXICO","005","Gustavo A. Madero","0001","Gustavo A. Madero","1260","017","5521113830",,,"Fijo","19.48306661","-99.12245646","2019-11"
"8584184","09003541711000032000000000U6","OCD ORGANIZACION CIENTIFICA EN DESARROLLO E INVESTIGACION FARMACOLOGICA","OCD ORGANIZACION CIENTIFICA EN DESARROLLO E INVESTIGACION FARMACOLOGICA SA DE CV","541711","Servicios de investigación científica y desarrollo en ciencias naturales y exactas, ingeniería, y ciencias de la vida, prestados por el sector privado","6 a 10 personas","CALZADA","CALZADA DE TLALPAN","CALLE","NINGUNO","OTRO (ESPECIFIQUE)","NINGUNO","CALLE","RETORNO 10","2498",,,,,,"COLONIA","AVANTE",,,,"04460","09","CIUDAD DE MÉXICO","003","Coyoacán","0001","Coyoacán","0709","035",,,,"Fijo","19.33097823","-99.14019885","2019-11"
"765851","09016813210000021011000000U5","ORGANIZACION CULTURAL DIANETICA","ORGANIZACION CULTURAL DIANETICA AC","541711","Servicios de investigación científica y desarrollo en ciencias naturales y exactas, ingeniería, y ciencias de la vida, prestados por el sector privado","6 a 10 personas","CALLE","LEIBNITZ","CALLE","VICTOR HUGO","CALLE","EDGAR ALLAN POE","CALLE","SHAKESPEARE","44",,,,,,"COLONIA","ANZUARES",,,,"11590","09","CIUDAD DE MÉXICO","016","Miguel Hidalgo","0001","Miguel Hidalgo","0711","027",,,,"Fijo","19.42738899","-99.17758991","2010-07"
"6880914","09016541711000175000000000U5","PARCAR DESARROLLOS Y SERVICIOS","PARCAR DESARROLLOS Y SERVICIOS SA DE CV","541711","Servicios de investigación científica y desarrollo en ciencias naturales y exactas, ingeniería, y ciencias de la vida, prestados por el sector privado","51 a 100 personas","PERIFERICO","BOULEVARD MANUEL ÁVILA CAMACHO","CALLE","SIERRA CANDELA","CALLE","TECAMACHALCO","CALLE","SIERRA PICACHO","138","PH","PLAZA ALTIVA","PENTHOUSE","2",,"COLONIA","LOMAS DE CHAPULTEPEC TERCERA SECCION",,,,"11000","09","CIUDAD DE MÉXICO","016","Miguel Hidalgo","0001","Miguel Hidalgo","0730","002",,"JPCANTORAL@RPG.COM",,"Fijo","19.43319406","-99.20994953","2019-04"
"6307842","09016541721000045012000000U9","PAREXEL INTERNATIONAL MEXICO","PAREXEL INTERNATIONAL MEXICO SA DE CV","541711","Servicios de investigación científica y desarrollo en ciencias naturales y exactas, ingeniería, y ciencias de la vida, prestados por el sector privado","31 a 50 personas","AVENIDA","INSURGENTES SUR","CALLE","TORRES ADALID","CALLE","LUZ SAVIÑÓN","AVENIDA","MAGDALENA","716",,"716","PISO 11","0",,"COLONIA","DEL VALLE","EDIFICIO COMERCIAL Y DE SERVICIOS","716",,"03100","09","CIUDAD DE MÉXICO","014","Benito Juárez","0001","Benito Juárez","0223","005",,"NORMA.PERREZ@PAREXEL.COM","WWW.PAREXEL.COM","Fijo","19.39381143","-99.17227665","2010-07"
"6486549","09002541711000023001000000U7","PHARMOMETRICA","PHARMET ","541711","Servicios de investigación científica y desarrollo en ciencias naturales y exactas, ingeniería, y ciencias de la vida, prestados por el sector privado","31 a 50 personas","EJE VIAL","5 NORTE (DEPORTIVO REYNOSA)","EJE VIAL","3","AVENIDA","5","AVENIDA","3","990",,,,"0",,"COLONIA","SANTA BARBARA","CENTRO Y PLAZA COMERCIAL","TECNOPARQUE AZCAPOTZALCO","LC-8C","02230","09","CIUDAD DE MÉXICO","002","Azcapotzalco","0001","Azcapotzalco","0932","016",,"MHERNANDEZ@PHARMOMETRICA.COM.MX","WWW.PHARMOMETRICA.COM.MX","Fijo","19.50246954","-99.17862327","2016-01"
"6318293","09015622311000686011000000U4","PPD MÉXICO SA DE CV","PPD MÉXICO SA DE CV","541711","Servicios de investigación científica y desarrollo en ciencias naturales y exactas, ingeniería, y ciencias de la vida, prestados por el sector privado","251 y más personas","AVENIDA","INSURGENTES SUR","CALLE","RÍO ELBA","CALLE","RÍO RÓDANO","CALLE","RÍO ATOYAC","730",,"TORRE VISTRAL","PISO 7","7",,"COLONIA","DEL VALLE NORTE",,,,"03100","09","CIUDAD DE MÉXICO","015","Cuauhtémoc","0001","Cuauhtémoc","0930","014",,"ALEJANDRO.HERNANDEZ@PPDI.COM",,"Fijo","19.42389233","-99.1752538","2010-07"
"7743983","09015541711000241000000000U7","SAMPLE AND TEST MEXICO","SAMPLE AND TEST MEXICO ","541711","Servicios de investigación científica y desarrollo en ciencias naturales y exactas, ingeniería, y ciencias de la vida, prestados por el sector privado","0 a 5 personas","CALLE","SOR JUANA INES DE LA CRUZ","CALLE","DOCTOR MARIANO AZUELA","CALLE","DOCTOR ENRIQUE GONZALEZ MARTINEZ","EJE VIAL","1 NORTE (JOSÉ ANTONIO ALZATE)","23",,,,,,"COLONIA","STA. MARIALARIBERA",,,,"06300","09","CIUDAD DE MÉXICO","015","Cuauhtémoc","0001","Cuauhtémoc","0485","018",,"INFO@STMEXICO.COM.MX",,"Fijo","19.44472447","-99.15527252","2019-11"
"7934503","09005541711000053000000000U7","SD NORMATIVIDAD","SD NORMATIVIDAD SA DE CV","541711","Servicios de investigación científica y desarrollo en ciencias naturales y exactas, ingeniería, y ciencias de la vida, prestados por el sector privado","11 a 30 personas","CALLE","MANTA","CALLE","RICARTE","CALZADA","AZCAPOTZALCO LA VILLA","CALLE","CHOSICA","630",,,,"0",,"COLONIA","LINDAVISTA",,,,"07300","09","CIUDAD DE MÉXICO","005","Gustavo A. Madero","0001","Gustavo A. Madero","1097","005","51199721",,"WWW.SDNORMATIVIDAD.MX","Fijo","19.48958225","-99.13541764","2019-11"
"998618","09010541711000141000000000U0","SERVICIOS DE INVESTIGACIÓN CIENTÍFICA Y DESARROLLO EN CIENCIAS NATURALES Y EXACTAS, INGENIERÍA, Y CIENCIAS DE LA VIDA, PRESTADOS POR EL SECTOR PRIVADO",,"541711","Servicios de investigación científica y desarrollo en ciencias naturales y exactas, ingeniería, y ciencias de la vida, prestados por el sector privado","0 a 5 personas","AVENIDA","INSURGENTES SUR","CALLE","ERNESTO ELORDUY","CALLE","JUVENTINO ROSAS","CALLE","ALFONSO ESPARZA OTEO","1799",,"EDIFICIO SIN NOMBRE","PISO 6","603",,"COLONIA","GUADALUPE INN",,,,"01020","09","CIUDAD DE MÉXICO","010","Álvaro Obregón","0001","Álvaro Obregón","1059","021","5556634226","J.CARBALLIDO.748@YAHOO.COM.MX",,"Fijo","19.35677958","-99.18456445","2010-07"
"9328212","09016541711000221000000000U5","SERVICIOS NUTRICIONALES MEAD JOHNSON","SERVICIOS NUTRICIONALES MEAD JOHNSON ","541711","Servicios de investigación científica y desarrollo en ciencias naturales y exactas, ingeniería, y ciencias de la vida, prestados por el sector privado","251 y más personas","AVENIDA","EJERCITO NACIONAL MEXICANO","AVENIDA","MOLIERE","CERRADA","MIGUEL DE CERVANTES SAAVEDRA","BOULEVARD","MIGUEL DE CERVANTES SAVEEDRA","769",,"EDIFICIO SIN NOMBRE","PISO 6",,,"COLONIA","AMPLIACIÓN GRANADA","EDIFICIO COMERCIAL Y DE SERVICIOS","PLAZA MIYANA",,"11570","09","CIUDAD DE MÉXICO","016","Miguel Hidalgo","0001","Miguel Hidalgo","0444","001",,,,"Fijo","19.44191088","-99.20295921","2020-11"
"6770062","09016541711000161000000000U5","TEXAS & UNIVERSITY","REPRESENTACION DE TEXAS A&M UNIVERSITY EN LA REPUBLICA MEXICANA AC","541711","Servicios de investigación científica y desarrollo en ciencias naturales y exactas, ingeniería, y ciencias de la vida, prestados por el sector privado","0 a 5 personas","CALLE","SHAKESPEARE","CALLE","VICTOR HUGO","CIRCUITO","INTERIOR (CALZADA MELCHOR OCAMPO)","CALLE","DESCARTES","15",,,,,,"COLONIA","ANZUARES",,,,"11590","09","CIUDAD DE MÉXICO","016","Miguel Hidalgo","0001","Miguel Hidalgo","0711","019","5555468899",,,"Fijo","19.42680541","-99.17650766","2016-10"
"6323826","09014541711000062002023311M0","THE MUDLOGGING COMPANY MEXICO","THE MUDLOGGING COMPANY MEXICO SA DE CV","541711","Servicios de investigación científica y desarrollo en ciencias naturales y exactas, ingeniería, y ciencias de la vida, prestados por el sector privado","6 a 10 personas","CALLE","EJERCITO NACIONAL","CALLE","MIGUEL NOREÑA","CALLE","FÉLIX PARRA","CALLE","BARRANCA DEL MUERTO","47",,"EDIFICIO SIN NOMBRE","PISO 6",,,"COLONIA","SAN JOSE INSURGENTES",,,,"03900","09","CIUDAD DE MÉXICO","014","Benito Juárez","0001","Benito Juárez","0238","011",,"CONTACTO@MUDLOG.COM.MX","WWW.MUDLOG.COM.MX","Fijo","19.39128955","-99.16647068","2010-07"
"9269060","09007541711000064000000000U0","TT TECHNOLOGIES","TT TECHNOLOGIES SA DE CV","541711","Servicios de investigación científica y desarrollo en ciencias naturales y exactas, ingeniería, y ciencias de la vida, prestados por el sector privado","0 a 5 personas","CALLE","TRIGO","CALLE","GANADEROS","CALLE","COLORINES","CALLE","MAÍZ","195",,,,,,"COLONIA","VALLE DEL SUR",,,,"9819","09","CIUDAD DE MÉXICO","007","Iztapalapa","0001","Iztapalapa","1354","001",,"www.ttmt.com.mx","mmanuecoc@tl-mx.com.mx","Fijo","19.349918","-99.115019","2020-11"
"8625896","09015541712000025000000000U2","UNIDAD DE INVESTIGACION EN MEDICINA EXPERIMENTAL","UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO ","541712","Servicios de investigación científica y desarrollo en ciencias naturales y exactas, ingeniería, y ciencias de la vida, prestados por el sector público","51 a 100 personas","EJE VIAL","2-A SUR (DOCTOR BALMIS)","CALLE","DOCTOR MIGUEL FRANCISCO JIMENEZ","CALLE","DOCTOR PASTEUR","CALLE","DOCTOR MÁRQUEZ","148",,,,,,"COLONIA","DOCTORES",,,,"06720","09","CIUDAD DE MÉXICO","015","Cuauhtémoc","0001","Cuauhtémoc","1229","003",,"VMMORENOE@GMAIL.COM",,"Fijo","19.41471036","-99.15074967","2019-11"
